267	भ्वादिः	कुन्चँ(कुन्च्) 	गतिकौटिल्ये 	सेट् 	प.प 	X	111	X
268	भ्वादिः	लुन्चँ(लुन्च्) 	अपनयने 	सेट् 	प.प 	106	112	113
269	भ्वादिः	अन्चुँ(अन्च्) 	गतौ 	सेट् 	प.प 	107	113	114
270	भ्वादिः	अन्चुँ(अन्च्) 	पूजने 	सेट् 	प.प 	107	113	114
271	भ्वादिः	चन्चुँ(चन्च्) 	गतौ 	सेट् 	प.प 	108	114	115
272	भ्वादिः	तन्चुँ(तन्च्) 	गतौ 	सेट् 	प.प 	108	114	115
273	भ्वादिः	म्रुचुँ ( म्रुच् ) 	गतौ 	सेट् 	प.प 	108	114	115
274	भ्वादिः	म्रुन्चुँ(म्रुन्च्) 	गतौ 	सेट् 	प.प 	108	X	115
275	भ्वादिः	म्लुचुँ ( म्लुच् ) 	गतौ 	सेट् 	प.प 	108	114	115
276	भ्वादिः	म्लुन्चुँ(म्लुन्च्) 	गतौ 	सेट् 	प.प 	108	X	115
277	भ्वादिः	वन्चुँ(वन्च्) 	गतौ 	सेट् 	प.प 	108	114	115
278	भ्वादिः	त्वन्चुँ(त्वन्च्) 	गतौ 	सेट् 	प.प 	X	114	115
279	भ्वादिः	कुजुँ(कुज्) 	स्तेयकरणे 	सेट् 	प.प 	109	115	116
280	भ्वादिः	खुजुँ ( खुज् ) 	स्तेयकरणे 	सेट् 	प.प 	109	115	116
281	भ्वादिः	ग्रुचुँ ( ग्रुच् ) 	स्तेयकरणे 	सेट् 	प.प 	109	115	116
282	भ्वादिः	ग्लुचुँ ( ग्लुच् ) 	स्तेयकरणे 	सेट् 	प.प 	109	115	116
283	भ्वादिः	ग्लुन्चुँ(ग्लुन्च्) 	गतौ 	सेट् 	प.प 	110	116	117
284	भ्वादिः	षस्जँ ( षस्ज् ) 	गतौ 	सेट् 	प.प 	110	116	117
285	भ्वादिः	गुजिँ(गुज्) 	अव्यक्ते_शब्दे 	सेट् 	प.प 	111	117	118
286	भ्वादिः	अर्चँ ( अर्च् ) 	पूजायाम् 	सेट् 	प.प 	112	118	119
287	भ्वादिः	म्लेछँ(म्लेछ्) 	अव्यक्ते_शब्दे 	सेट् 	प.प 	113	X	X
288	भ्वादिः	म्लेछँ(म्लेछ्) 	अव्यक्तायां_वाचि 	सेट् 	प.प 	X	119	120
289	भ्वादिः	लछँ ( लछ् ) 	लक्षणे 	सेट् 	प.प 	114	120	121
290	भ्वादिः	लाछिँ ( लाछ् ) 	लक्षणे 	सेट् 	प.प 	114	120	121
291	भ्वादिः	वाछिँ ( वाछ् ) 	इच्छायाम् 	सेट् 	प.प 	115	121	122
292	भ्वादिः	आछिँ(आछ्) 	आयामे 	सेट् 	प.प 	116	122	123
293	भ्वादिः	ह्रीछँ(ह्रीछ्) 	लज्जायाम् 	सेट् 	प.प 	X	123	124
294	भ्वादिः	हुर्छाँ ( हुर्छ् ) 	कौटिल्ये 	सेट् 	प.प 	117	124	125
295	भ्वादिः	मुर्छाँ(मुर्छ्) 	मोहने 	सेट् 	प.प 	118	125	126
296	भ्वादिः	मुर्छाँ(मुर्छ्) 	समुच्छ्राये 	सेट् 	प.प 	118	125	126
297	भ्वादिः	स्फुर्छाँ(स्फुर्छ्) 	विस्तृतौ 	सेट् 	प.प 	119	X	127
298	भ्वादिः	स्मुर्छाँ(स्मुर्छ्) 	विस्मृतौ 	सेट् 	प.प 	X	126	X
299	भ्वादिः	युछँ(युछ्) 	प्रमादे 	सेट् 	प.प 	120	127	128
300	भ्वादिः	उछिँ ( उछ् ) 	उञ्छे 	सेट् 	प.प 	121	128	129
301	भ्वादिः	उछीँ(उछ्) 	विवासे 	सेट् 	प.प 	122	129	130
302	भ्वादिः	धृजिँ ( धृज् ) 	गतौ 	सेट् 	प.प 	123	X	131
303	भ्वादिः	धृजँ ( धृज् ) 	गतौ 	सेट् 	प.प 	123	X	131
304	भ्वादिः	ध्रजिँ ( ध्रज् ) 	गतौ 	सेट् 	प.प 	123	130	131
305	भ्वादिः	ध्रजँ(ध्रज्) 	गतौ 	सेट् 	प.प 	123	130	131
306	भ्वादिः	ध्वजिँ ( ध्वज् ) 	गतौ 	सेट् 	प.प 	123	130	131
307	भ्वादिः	ध्वजँ ( ध्वज् ) 	गतौ 	सेट् 	प.प 	123	X	131
308	भ्वादिः	वृजँ(वृज्) 	गतौ 	सेट् 	प.प 	X	130	X
309	भ्वादिः	कूजँ(कूज्) 	अव्यक्ते_शब्दे 	सेट् 	प.प 	124	131	132
310	भ्वादिः	अर्जँ ( अर्ज् ) 	अर्जने 	सेट् 	प.प 	125	132	133
311	भ्वादिः	षर्जँ ( षर्ज् ) 	अर्जने 	सेट् 	प.प 	125	X	133
312	भ्वादिः	सर्जँ(सर्ज्) 	अर्जने 	सेट् 	प.प 	X	132	X
313	भ्वादिः	गर्जँ ( गर्ज् ) 	शब्दे 	सेट् 	प.प 	126	133	134
314	भ्वादिः	तर्जँ ( तर्ज् ) 	भर्त्सने 	सेट् 	प.प 	127	134	135
315	भ्वादिः	कर्जँ ( कर्ज् ) 	व्यथने 	सेट् 	प.प 	128	135	136
316	भ्वादिः	खर्जँ(खर्ज्) 	पूजने 	सेट् 	प.प 	129	X	X
317	भ्वादिः	खर्जँ(खर्ज्) 	व्यथने 	सेट् 	प.प 	129	135	137
318	भ्वादिः	खर्जँ(खर्ज्) 	मार्जने 	सेट् 	प.प 	X	136	137
319	भ्वादिः	अजँ ( अज् ) 	क्षेपणे 	सेट् 	प.प 	130	137	138
320	भ्वादिः	अजँ ( अज् ) 	गतौ 	सेट् 	प.प 	130	137	138
321	भ्वादिः	तेजँ ( तेज् ) 	पालने 	सेट् 	प.प 	131	X	139
322	भ्वादिः	कजँ(कज्) 	मदे 	सेट् 	प.प 	X	138	X
323	भ्वादिः	खजँ ( खज् ) 	मन्थे 	सेट् 	प.प 	132	139	140
324	भ्वादिः	खजँ(खज्) 	पालने 	सेट् 	प.प 	X	X	140
325	भ्वादिः	खजिँ ( खज् ) 	गतिवैकल्ये 	सेट् 	प.प 	133	140	141
326	भ्वादिः	एजृँ ( एज् ) 	कम्पने 	सेट् 	प.प 	134	141	142
327	भ्वादिः	टुओँस्फूर्जाँ ( स्फूर्ज् ) 	वज्रनिर्घोषे 	सेट् 	प.प 	135	X	143
328	भ्वादिः	टुओँस्फूर्जाँ ( स्फूर्ज् ) 	वज्रनिष्पेषे 	सेट् 	प.प 	X	142	X
329	भ्वादिः	क्षि(क्षि) 	क्षये 	सेट् 	प.प 	136	143	144
330	भ्वादिः	क्षीजँ(क्षीज्) 	अव्यक्ते_शब्दे 	सेट् 	प.प 	137	144	145
331	भ्वादिः	लजिँ ( लज् ) 	भर्जने 	सेट् 	प.प 	138	X	146
332	भ्वादिः	लजँ ( लज् ) 	भर्जने 	सेट् 	प.प 	138	X	146
333	भ्वादिः	लजिँ ( लज् ) 	भर्त्सने 	सेट् 	प.प 	X	145	X
334	भ्वादिः	लजँ ( लज् ) 	भर्त्सने 	सेट् 	प.प 	X	145	X
335	भ्वादिः	लाजिँ ( लाज् ) 	भर्जने 	सेट् 	प.प 	139	146	147
336	भ्वादिः	लाजिँ ( लाज् ) 	भर्त्सने 	सेट् 	प.प 	139	146	147
337	भ्वादिः	लाजँ ( लाज् ) 	भर्जने 	सेट् 	प.प 	139	146	147
338	भ्वादिः	लाजँ ( लाज् ) 	भर्त्सने 	सेट् 	प.प 	139	146	147
339	भ्वादिः	जजिँ(जज्) 	युद्धे 	सेट् 	प.प 	140	147	148
340	भ्वादिः	जजँ ( जज् ) 	युद्धे 	सेट् 	प.प 	140	147	148
341	भ्वादिः	तुजँ ( तुज् ) 	हिंसायाम् 	सेट् 	प.प 	141	148	149
342	भ्वादिः	तुजिँ(तुज्) 	हिंसायाम् 	सेट् 	प.प 	X	148	149
343	भ्वादिः	तुजिँ ( तुज् ) 	पालने 	सेट् 	प.प 	142	149	150
344	भ्वादिः	गजिँ ( गज् ) 	शब्दे 	सेट् 	प.प 	143	150	151
345	भ्वादिः	गजँ ( गज् ) 	शब्दे 	सेट् 	प.प 	143	150	151
346	भ्वादिः	गृजिँ(गृज्) 	शब्दे 	सेट् 	प.प 	143	150	151
347	भ्वादिः	गृजँ ( गृज् ) 	शब्दे 	सेट् 	प.प 	143	150	151
348	भ्वादिः	मुजिँ ( मुज् ) 	शब्दे 	सेट् 	प.प 	143	150	151
349	भ्वादिः	मुजँ ( मुज् ) 	शब्दे 	सेट् 	प.प 	143	X	151
350	भ्वादिः	मजँ(मज्) 	शब्दे 	सेट् 	प.प 	X	150	X
351	भ्वादिः	गजँ(गज्) 	मदे 	सेट् 	प.प 	X	151	152
352	भ्वादिः	वजँ(वज्) 	गतौ 	सेट् 	प.प 	144	152	153
353	भ्वादिः	व्रजँ ( व्रज् ) 	गतौ 	सेट् 	प.प 	144	152	153
354	भ्वादिः	अत्टँ॒(अत्ट्) 	अतिक्रमणे 	सेट् 	आ.प 	145	153	154
355	भ्वादिः	अत्टँ॒(अत्ट्) 	हिंसायाम् 	सेट् 	आ.प 	145	153	154
356	भ्वादिः	वेष्टँ॒ ( वेष्ट् ) 	वेष्टने 	सेट् 	आ.प 	146	154	155
357	भ्वादिः	चेष्टँ॒ ( चेष्ट् ) 	चेष्टायाम् 	सेट् 	आ.प 	147	155	156
358	भ्वादिः	गोष्टँ॒ ( गोष्ट् ) 	सङ्घाते 	सेट् 	आ.प 	148	156	157
359	भ्वादिः	लोष्टँ॒(लोष्ट्) 	सङ्घाते 	सेट् 	आ.प 	148	156	157
360	भ्वादिः	घत्टँ॒(घत्ट्) 	चलने 	सेट् 	आ.प 	149	157	158
361	भ्वादिः	स्फुटँ॒ ( स्फुट् ) 	विकसने 	सेट् 	आ.प 	150	X	159
362	भ्वादिः	अटिँ॒(अट्) 	गतौ 	सेट् 	आ.प 	151	X	X
363	भ्वादिः	अठिँ॒ ( अठ् ) 	गतौ 	सेट् 	आ.प 	X	158	160
364	भ्वादिः	वठिँ॒ ( वठ् ) 	एकचर्यायाम् 	सेट् 	आ.प 	152	159	161
365	भ्वादिः	कठिँ॒(कठ्) 	शोके 	सेट् 	आ.प 	153	160	162
366	भ्वादिः	मठिँ॒(मठ्) 	शोके 	सेट् 	आ.प 	153	160	162
367	भ्वादिः	मुठिँ॒(मुठ्) 	पालने 	सेट् 	आ.प 	154	X	163
368	भ्वादिः	मुठिँ॒ ( मुठ् ) 	पलायने 	सेट् 	आ.प 	X	161	X
369	भ्वादिः	हेठँ॒ ( हेठ् ) 	विबाधायाम् 	सेट् 	आ.प 	155	162	164
370	भ्वादिः	एठँ॒ ( एठ् ) 	विबाधायाम् 	सेट् 	आ.प 	156	163	165
371	भ्वादिः	हिडिँ॒ ( हिड् ) 	अनादरे 	सेट् 	आ.प 	157	164	166
372	भ्वादिः	हिडिँ॒ ( हिड् ) 	गतौ 	सेट् 	आ.प 	157	164	166
373	भ्वादिः	हुडिँ॒ ( हुड् ) 	सङ्घाते 	सेट् 	आ.प 	158	165	168
374	भ्वादिः	कुडिँ॒ ( कुड् ) 	दाहे 	सेट् 	आ.प 	159	166	167
375	भ्वादिः	वडिँ॒ ( वड् ) 	विभाजने 	सेट् 	आ.प 	160	167	X
376	भ्वादिः	मडिँ॒ ( मड् ) 	विभाजने 	सेट् 	आ.प 	161	168	X
377	भ्वादिः	भडिँ॒ ( भड् ) 	परिभाषणे 	सेट् 	आ.प 	162	169	X
378	भ्वादिः	वडिँ॒ ( वड् ) 	वेष्टने 	सेट् 	आ.प 	X	X	169
379	भ्वादिः	मडिँ॒ ( मड् ) 	वेष्टने 	सेट् 	आ.प 	X	X	170
380	भ्वादिः	भडिँ॒(भड्) 	परिहासे 	सेट् 	आ.प 	X	X	171
381	भ्वादिः	पिडिँ॒ ( पिड् ) 	सङ्घाते 	सेट् 	आ.प 	163	170	172
382	भ्वादिः	मुडिँ॒ ( मुड् ) 	मार्जने 	सेट् 	आ.प 	164	X	173
383	भ्वादिः	मुडिँ॒(मुड्) 	मज्जने 	सेट् 	आ.प 	X	171	X
384	भ्वादिः	तुडिँ॒ ( तुड् ) 	तोडने 	सेट् 	आ.प 	165	172	174
385	भ्वादिः	हुडिँ॒ ( हुड् ) 	वरणे 	सेट् 	आ.प 	166	173	X
386	भ्वादिः	स्फुडिँ॒(स्फुड्) 	विकसने 	सेट् 	आ.प 	X	174	X
387	भ्वादिः	चडिँ॒ ( चड् ) 	कोपे 	सेट् 	आ.प 	167	175	178
388	भ्वादिः	कडिँ॒ ( कड् ) 	मदे 	सेट् 	आ.प 	X	179	176
389	भ्वादिः	हुडिँ॒(हुड्) 	हरणे 	सेट् 	आ.प 	X	X	177
390	भ्वादिः	शडिँ॒(शड्) 	रुजायाम् 	सेट् 	आ.प 	168	176	179
391	भ्वादिः	शडिँ॒(शड्) 	सङ्घाते 	सेट् 	आ.प 	168	176	179
392	भ्वादिः	तडिँ॒ ( तड् ) 	ताडने 	सेट् 	आ.प 	169	177	180
393	भ्वादिः	पडिँ॒ ( पड् ) 	गतौ 	सेट् 	आ.प 	170	178	175
394	भ्वादिः	कण्डँ॒(कण्ड्) 	मदे 	सेट् 	आ.प 	171	X	X
395	भ्वादिः	खडिँ॒ ( खड् ) 	मन्थे 	सेट् 	आ.प 	172	180	181
396	भ्वादिः	खुडिँ॒(खुड्) 	गतिवैकल्ये 	सेट् 	आ.प 	X	181	X
